5'_gene,3'_gene,5'_transcript,3'_transcript,5'_strand,3'_strand,exon_gene_source,exon_number,exon_chr,exon_start,exon_end
RPL17,RPL17P12,ENST00000618619,ENST00000413391,-,+,'5 gene,1,18,49492458,49492482
RPL17,RPL17P12,ENST00000618619,ENST00000413391,-,+,'5 gene,2,18,49491746,49491833
RPL17,RPL17P12,ENST00000618619,ENST00000413391,-,+,'5 gene,3,18,49491532,49491584
RPL17,RPL17P12,ENST00000618619,ENST00000413391,-,+,'5 gene,4,18,49491405,49491445
RPL17,RPL17P12,ENST00000618619,ENST00000413391,-,+,'3 gene,1,2,146194373,146194821
RPL17,RPL17P12,ENST00000618613,ENST00000413391,-,+,'5 gene,1,18,49492258,49492409
RPL17,RPL17P12,ENST00000618613,ENST00000413391,-,+,'5 gene,2,18,49491736,49491833
RPL17,RPL17P12,ENST00000618613,ENST00000413391,-,+,'5 gene,3,18,49491532,49491584
RPL17,RPL17P12,ENST00000618613,ENST00000413391,-,+,'5 gene,4,18,49491405,49491445
RPL17,RPL17P12,ENST00000618613,ENST00000413391,-,+,'3 gene,1,2,146194373,146194821
RPL17,RPL17P12,ENST00000579408,ENST00000413391,-,+,'5 gene,1,18,49491532,49491840
RPL17,RPL17P12,ENST00000579408,ENST00000413391,-,+,'5 gene,2,18,49491405,49491445
RPL17,RPL17P12,ENST00000579408,ENST00000413391,-,+,'3 gene,1,2,146194373,146194821
RPL17,RPL17P12,ENST00000579248,ENST00000413391,-,+,'5 gene,1,18,49492258,49492444
RPL17,RPL17P12,ENST00000579248,ENST00000413391,-,+,'5 gene,2,18,49491532,49491584
RPL17,RPL17P12,ENST00000579248,ENST00000413391,-,+,'5 gene,3,18,49491405,49491445
RPL17,RPL17P12,ENST00000579248,ENST00000413391,-,+,'3 gene,1,2,146194373,146194821
RPL17,RPL17P12,ENST00000581373,ENST00000413391,-,+,'5 gene,1,18,49492458,49492479
RPL17,RPL17P12,ENST00000581373,ENST00000413391,-,+,'5 gene,2,18,49491532,49491584
RPL17,RPL17P12,ENST00000581373,ENST00000413391,-,+,'3 gene,1,2,146194373,146194821
RPL17,RPL17P12,ENST00000580261,ENST00000413391,-,+,'5 gene,1,18,49492458,49492465
RPL17,RPL17P12,ENST00000580261,ENST00000413391,-,+,'5 gene,2,18,49491532,49491584
RPL17,RPL17P12,ENST00000580261,ENST00000413391,-,+,'5 gene,3,18,49491405,49491445
RPL17,RPL17P12,ENST00000580261,ENST00000413391,-,+,'3 gene,1,2,146194373,146194821
RPL17,RPL17P12,ENST00000580210,ENST00000413391,-,+,'5 gene,1,18,49491626,49491814
RPL17,RPL17P12,ENST00000580210,ENST00000413391,-,+,'5 gene,2,18,49491405,49491445
RPL17,RPL17P12,ENST00000580210,ENST00000413391,-,+,'3 gene,1,2,146194373,146194821
RPL17,RPL17P12,ENST00000583637,ENST00000413391,-,+,'5 gene,1,18,49492275,49492399
RPL17,RPL17P12,ENST00000583637,ENST00000413391,-,+,'5 gene,2,18,49491736,49491833
RPL17,RPL17P12,ENST00000583637,ENST00000413391,-,+,'5 gene,3,18,49491532,49491584
RPL17,RPL17P12,ENST00000583637,ENST00000413391,-,+,'5 gene,4,18,49491405,49491445
RPL17,RPL17P12,ENST00000583637,ENST00000413391,-,+,'3 gene,1,2,146194373,146194821
RPL17,RPL17P12,ENST00000578532,ENST00000413391,-,+,'5 gene,1,18,49492275,49492432
RPL17,RPL17P12,ENST00000578532,ENST00000413391,-,+,'5 gene,2,18,49491532,49491584
RPL17,RPL17P12,ENST00000578532,ENST00000413391,-,+,'5 gene,3,18,49491405,49491445
RPL17,RPL17P12,ENST00000578532,ENST00000413391,-,+,'3 gene,1,2,146194373,146194821
RPL17,RPL17P12,ENST00000617346,ENST00000413391,-,+,'5 gene,1,18,49492458,49492483
RPL17,RPL17P12,ENST00000617346,ENST00000413391,-,+,'5 gene,2,18,49491532,49491833
RPL17,RPL17P12,ENST00000617346,ENST00000413391,-,+,'5 gene,3,18,49491405,49491445
RPL17,RPL17P12,ENST00000617346,ENST00000413391,-,+,'3 gene,1,2,146194373,146194821
RPL17,RPL17P12,ENST00000581091,ENST00000413391,-,+,'5 gene,1,18,49491532,49491586
RPL17,RPL17P12,ENST00000581091,ENST00000413391,-,+,'5 gene,2,18,49491405,49491445
RPL17,RPL17P12,ENST00000581091,ENST00000413391,-,+,'3 gene,1,2,146194373,146194821
RPL17,RPL17P12,ENST00000583036,ENST00000413391,-,+,'5 gene,1,18,49492458,49492508
RPL17,RPL17P12,ENST00000583036,ENST00000413391,-,+,'5 gene,2,18,49491736,49491833
RPL17,RPL17P12,ENST00000583036,ENST00000413391,-,+,'5 gene,3,18,49491532,49491584
