5'_gene,3'_gene,5'_transcript,3'_transcript,5'_strand,3'_strand,exon_gene_source,exon_number,exon_chr,exon_start,exon_end
PDLIM5,,ENST00000317968,ENST00000667612,+,+,'5 gene,1,4,94451942,94451995
PDLIM5,,ENST00000317968,ENST00000667612,+,+,'5 gene,2,4,94455247,94455384
PDLIM5,,ENST00000317968,ENST00000667612,+,+,'5 gene,3,4,94523724,94523875
PDLIM5,,ENST00000317968,ENST00000667612,+,+,'5 gene,4,4,94573351,94573393
PDLIM5,,ENST00000317968,ENST00000667612,+,+,'5 gene,5,4,94575616,94576034
PDLIM5,,ENST00000317968,ENST00000667612,+,+,'5 gene,6,4,94585565,94585737
PDLIM5,,ENST00000317968,ENST00000667612,+,+,'5 gene,7,4,94586408,94586444
PDLIM5,,ENST00000317968,ENST00000667612,+,+,'3 gene,2,4,94342944,94343041
PDLIM5,,ENST00000503974,ENST00000667612,+,+,'5 gene,1,4,94451935,94451995
PDLIM5,,ENST00000503974,ENST00000667612,+,+,'5 gene,2,4,94455247,94455384
PDLIM5,,ENST00000503974,ENST00000667612,+,+,'5 gene,3,4,94523724,94523875
PDLIM5,,ENST00000503974,ENST00000667612,+,+,'5 gene,4,4,94573351,94573393
PDLIM5,,ENST00000503974,ENST00000667612,+,+,'5 gene,5,4,94575943,94576034
PDLIM5,,ENST00000503974,ENST00000667612,+,+,'5 gene,6,4,94584986,94585003
PDLIM5,,ENST00000503974,ENST00000667612,+,+,'5 gene,7,4,94585565,94585737
PDLIM5,,ENST00000503974,ENST00000667612,+,+,'5 gene,8,4,94586408,94586444
PDLIM5,,ENST00000503974,ENST00000667612,+,+,'3 gene,2,4,94342944,94343041
PDLIM5,,ENST00000627587,ENST00000667612,+,+,'5 gene,1,4,94451943,94451995
PDLIM5,,ENST00000627587,ENST00000667612,+,+,'5 gene,2,4,94455247,94455384
PDLIM5,,ENST00000627587,ENST00000667612,+,+,'5 gene,3,4,94573351,94573393
PDLIM5,,ENST00000627587,ENST00000667612,+,+,'5 gene,4,4,94575616,94576034
PDLIM5,,ENST00000627587,ENST00000667612,+,+,'5 gene,5,4,94585565,94585737
PDLIM5,,ENST00000627587,ENST00000667612,+,+,'5 gene,6,4,94586408,94586444
PDLIM5,,ENST00000627587,ENST00000667612,+,+,'3 gene,2,4,94342944,94343041
PDLIM5,,ENST00000542407,ENST00000667612,+,+,'5 gene,1,4,94451956,94451995
PDLIM5,,ENST00000542407,ENST00000667612,+,+,'5 gene,2,4,94455247,94455384
PDLIM5,,ENST00000542407,ENST00000667612,+,+,'5 gene,3,4,94523724,94523875
PDLIM5,,ENST00000542407,ENST00000667612,+,+,'5 gene,4,4,94573351,94573393
PDLIM5,,ENST00000542407,ENST00000667612,+,+,'5 gene,5,4,94575943,94576034
PDLIM5,,ENST00000542407,ENST00000667612,+,+,'5 gene,6,4,94585565,94585737
PDLIM5,,ENST00000542407,ENST00000667612,+,+,'5 gene,7,4,94586408,94586444
PDLIM5,,ENST00000542407,ENST00000667612,+,+,'3 gene,2,4,94342944,94343041
PDLIM5,,ENST00000508216,ENST00000667612,+,+,'5 gene,1,4,94455245,94455384
PDLIM5,,ENST00000508216,ENST00000667612,+,+,'5 gene,2,4,94523724,94523875
PDLIM5,,ENST00000508216,ENST00000667612,+,+,'5 gene,3,4,94573351,94573393
PDLIM5,,ENST00000508216,ENST00000667612,+,+,'5 gene,4,4,94575943,94576034
PDLIM5,,ENST00000508216,ENST00000667612,+,+,'5 gene,5,4,94584986,94585003
PDLIM5,,ENST00000508216,ENST00000667612,+,+,'5 gene,6,4,94585565,94585737
PDLIM5,,ENST00000508216,ENST00000667612,+,+,'5 gene,7,4,94586408,94586444
PDLIM5,,ENST00000508216,ENST00000667612,+,+,'3 gene,2,4,94342944,94343041
PDLIM5,,ENST00000514743,ENST00000667612,+,+,'5 gene,1,4,94455245,94455384
PDLIM5,,ENST00000514743,ENST00000667612,+,+,'5 gene,2,4,94523724,94523875
PDLIM5,,ENST00000514743,ENST00000667612,+,+,'5 gene,3,4,94573351,94573393
PDLIM5,,ENST00000514743,ENST00000667612,+,+,'5 gene,4,4,94575943,94576034
PDLIM5,,ENST00000514743,ENST00000667612,+,+,'5 gene,5,4,94584986,94585003
PDLIM5,,ENST00000514743,ENST00000667612,+,+,'5 gene,6,4,94585565,94585737
PDLIM5,,ENST00000514743,ENST00000667612,+,+,'5 gene,7,4,94586408,94586444
PDLIM5,,ENST00000514743,ENST00000667612,+,+,'3 gene,2,4,94342944,94343041
PDLIM5,,ENST00000509357,ENST00000667612,+,+,'5 gene,1,4,94523724,94523875
PDLIM5,,ENST00000509357,ENST00000667612,+,+,'5 gene,2,4,94573351,94573393
PDLIM5,,ENST00000509357,ENST00000667612,+,+,'5 gene,3,4,94585565,94585737
PDLIM5,,ENST00000509357,ENST00000667612,+,+,'5 gene,4,4,94586408,94586444
PDLIM5,,ENST00000509357,ENST00000667612,+,+,'3 gene,2,4,94342944,94343041
PDLIM5,,ENST00000513341,ENST00000667612,+,+,'5 gene,1,4,94523725,94523875
PDLIM5,,ENST00000513341,ENST00000667612,+,+,'5 gene,2,4,94573351,94573393
PDLIM5,,ENST00000513341,ENST00000667612,+,+,'5 gene,3,4,94575943,94576034
PDLIM5,,ENST00000513341,ENST00000667612,+,+,'5 gene,4,4,94585565,94585737
PDLIM5,,ENST00000513341,ENST00000667612,+,+,'5 gene,5,4,94586408,94586444
PDLIM5,,ENST00000513341,ENST00000667612,+,+,'3 gene,2,4,94342944,94343041
PDLIM5,,ENST00000511586,ENST00000667612,+,+,'5 gene,1,4,94579221,94579369
PDLIM5,,ENST00000511586,ENST00000667612,+,+,'5 gene,2,4,94585565,94585737
PDLIM5,,ENST00000511586,ENST00000667612,+,+,'5 gene,3,4,94586408,94586444
PDLIM5,,ENST00000511586,ENST00000667612,+,+,'3 gene,2,4,94342944,94343041
PDLIM5,,ENST00000380176,ENST00000667612,+,+,'5 gene,1,4,94584401,94585003
PDLIM5,,ENST00000380176,ENST00000667612,+,+,'5 gene,2,4,94585565,94585737
PDLIM5,,ENST00000380176,ENST00000667612,+,+,'5 gene,3,4,94586408,94586444
PDLIM5,,ENST00000380176,ENST00000667612,+,+,'3 gene,2,4,94342944,94343041
PDLIM5,,ENST00000506632,ENST00000667612,+,+,'5 gene,1,4,94585627,94585737
PDLIM5,,ENST00000506632,ENST00000667612,+,+,'5 gene,2,4,94586408,94586444
PDLIM5,,ENST00000506632,ENST00000667612,+,+,'3 gene,2,4,94342944,94343041
PDLIM5,,ENST00000318007,ENST00000667612,+,+,'5 gene,1,4,94451857,94451995
PDLIM5,,ENST00000318007,ENST00000667612,+,+,'5 gene,2,4,94455247,94455384
PDLIM5,,ENST00000318007,ENST00000667612,+,+,'5 gene,3,4,94523724,94523875
PDLIM5,,ENST00000318007,ENST00000667612,+,+,'5 gene,4,4,94573351,94573393
PDLIM5,,ENST00000318007,ENST00000667612,+,+,'5 gene,5,4,94579521,94579537
PDLIM5,,ENST00000318007,ENST00000667612,+,+,'5 gene,6,4,94582717,94582731
PDLIM5,,ENST00000318007,ENST00000667612,+,+,'5 gene,7,4,94584986,94585003
PDLIM5,,ENST00000318007,ENST00000667612,+,+,'5 gene,8,4,94585565,94585737
PDLIM5,,ENST00000318007,ENST00000667612,+,+,'5 gene,9,4,94586408,94586444
PDLIM5,,ENST00000318007,ENST00000667612,+,+,'3 gene,2,4,94342944,94343041
PDLIM5,,ENST00000380180,ENST00000667612,+,+,'5 gene,1,4,94451857,94451995
PDLIM5,,ENST00000380180,ENST00000667612,+,+,'5 gene,2,4,94455247,94455384
PDLIM5,,ENST00000380180,ENST00000667612,+,+,'5 gene,3,4,94523724,94523875
PDLIM5,,ENST00000380180,ENST00000667612,+,+,'5 gene,4,4,94573351,94573393
PDLIM5,,ENST00000380180,ENST00000667612,+,+,'5 gene,5,4,94575943,94576034
PDLIM5,,ENST00000380180,ENST00000667612,+,+,'5 gene,6,4,94584986,94585003
PDLIM5,,ENST00000380180,ENST00000667612,+,+,'5 gene,7,4,94585565,94585737
PDLIM5,,ENST00000380180,ENST00000667612,+,+,'5 gene,8,4,94586408,94586444
PDLIM5,,ENST00000380180,ENST00000667612,+,+,'3 gene,2,4,94342944,94343041
PDLIM5,,ENST00000437932,ENST00000667612,+,+,'5 gene,1,4,94451857,94451995
PDLIM5,,ENST00000437932,ENST00000667612,+,+,'5 gene,2,4,94455247,94455384
PDLIM5,,ENST00000437932,ENST00000667612,+,+,'5 gene,3,4,94523724,94523875
PDLIM5,,ENST00000437932,ENST00000667612,+,+,'5 gene,4,4,94573351,94573393
PDLIM5,,ENST00000437932,ENST00000667612,+,+,'5 gene,5,4,94585565,94585737
PDLIM5,,ENST00000437932,ENST00000667612,+,+,'5 gene,6,4,94586408,94586444
PDLIM5,,ENST00000437932,ENST00000667612,+,+,'3 gene,2,4,94342944,94343041
PDLIM5,,ENST00000615540,ENST00000667612,+,+,'5 gene,1,4,94451857,94451995
PDLIM5,,ENST00000615540,ENST00000667612,+,+,'5 gene,2,4,94455247,94455384
PDLIM5,,ENST00000615540,ENST00000667612,+,+,'5 gene,3,4,94523724,94523875
PDLIM5,,ENST00000615540,ENST00000667612,+,+,'5 gene,4,4,94573351,94573393
PDLIM5,,ENST00000615540,ENST00000667612,+,+,'5 gene,5,4,94575943,94576034
PDLIM5,,ENST00000615540,ENST00000667612,+,+,'5 gene,6,4,94584986,94585003
PDLIM5,,ENST00000615540,ENST00000667612,+,+,'5 gene,7,4,94585565,94585737
PDLIM5,,ENST00000615540,ENST00000667612,+,+,'5 gene,8,4,94586408,94586444
PDLIM5,,ENST00000615540,ENST00000667612,+,+,'3 gene,2,4,94342944,94343041
